job_title,Grupo
Bioinformatician,113221.58 - 119759.22
Bioinformatician,60920.47 - 67458.11
AI Researcher,119759.22 - 126296.86
AI Researcher,67458.11 - 73995.75
Data Architect,224361.44 - 230899.08
Data Product Owner,198210.88 - 204748.52
Data Product Owner,158985.05 - 165522.69
Software Developer,224361.44 - 230899.08
Consultant,21694.64 - 28232.28
Data Governance,296275.46 - 302813.1
Data Governance,165522.69 - 172060.33
Data Developer,119759.22 - 126296.86
Data Developer,73995.75 - 80533.39
Solution Architect,217823.8 - 224361.44
Solution Architect,139372.13 - 145909.77
Quantitative Analyst,185135.61 - 191673.24
Quantitative Analyst,119759.22 - 126296.86
Head of AI,263587.27 - 270124.91
Head of AI,172060.33 - 178597.97
Data Architect,243974.35 - 250511.99
Data Analyst,270124.91 - 276662.55
Lead Engineer,158985.05 - 165522.69
Lead Engineer,113221.58 - 119759.22
Solutions Engineer,263587.27 - 270124.91
Solutions Engineer,185135.61 - 191673.24
Solution Architect,243974.35 - 250511.99
Solution Architect,106683.94 - 113221.58
Solution Architect,165522.69 - 172060.33
Solution Architect,119759.22 - 126296.86
Prompt Engineer,73995.75 - 80533.39
Prompt Engineer,67458.11 - 73995.75
Data Specialist,126296.86 - 132834.5
Product Manager,230899.08 - 237436.71
Data Visualization Analyst,158985.05 - 165522.69
Data Visualization Analyst,93608.66 - 100146.3
Python Developer,73995.75 - 80533.39
Platform Engineer,100146.3 - 106683.94
Analytics Specialist,139372.13 - 145909.77
Analytics Specialist,93608.66 - 100146.3
Research Associate,80533.39 - 87071.03
Full Stack Developer,152447.41 - 158985.05
Platform Engineer,178597.97 - 185135.61
Head of Data,217823.8 - 224361.44
Head of Data,178597.97 - 185135.61
BI Developer,100146.3 - 106683.94
BI Developer,80533.39 - 87071.03
Member of Technical Staff,178597.97 - 185135.61
Head of Data,204748.52 - 211286.16
Head of Data,172060.33 - 178597.97
AI Governance Lead,132834.5 - 139372.13
AI Governance Lead,113221.58 - 119759.22
Director of Machine Learning,368189.49 - 374727.13
Director of Machine Learning,191673.24 - 198210.88
Product Manager,250511.99 - 257049.63
Research Engineer,348576.57 - 355114.21
AI Architect,257049.63 - 263587.27
AI Architect,217823.8 - 224361.44
Business Intelligence Developer,119759.22 - 126296.86
Enterprise Account Executive,348576.57 - 355114.21
Enterprise Account Executive,243974.35 - 250511.99
Manager,557781.01 - 564318.65
Business Intelligence Analyst,243974.35 - 250511.99
Quantitative Analyst,158985.05 - 165522.69
Quantitative Analyst,106683.94 - 113221.58
Research Engineer,355114.21 - 361651.85
DataOps Engineer,172060.33 - 178597.97
DataOps Engineer,126296.86 - 132834.5
AI Engineer,309350.74 - 315888.38
Analytics Specialist,28232.28 - 34769.92
Architect,93608.66 - 100146.3
Data Architect,263587.27 - 270124.91
Data Governance Specialist,47845.19 - 54382.83
Data Governance Specialist,28232.28 - 34769.92
Backend Engineer,126296.86 - 132834.5
Backend Engineer,100146.3 - 106683.94
System Engineer,152447.41 - 158985.05
Software Developer,152447.41 - 158985.05
Data Visualization Engineer,145909.77 - 152447.41
AI Developer,158985.05 - 165522.69
Data Architect,237436.71 - 243974.35
Data Governance Lead,165522.69 - 172060.33
Data Governance Lead,113221.58 - 119759.22
Platform Engineer,224361.44 - 230899.08
Data Management Analyst,139372.13 - 145909.77
Data Management Analyst,93608.66 - 100146.3
Tableau Developer,119759.22 - 126296.86
Tableau Developer,113221.58 - 119759.22
Analyst,270124.91 - 276662.55
Data and Reporting Analyst,93608.66 - 100146.3
Data and Reporting Analyst,47845.19 - 54382.83
Analytics Engineer,714684.34 - 721221.97
Analytics Engineer,93608.66 - 100146.3
Data Product Owner,119759.22 - 126296.86
Full Stack Developer,119759.22 - 126296.86
Research Engineer,217823.8 - 224361.44
Solutions Architect,217823.8 - 224361.44
Systems Engineer,93608.66 - 100146.3
Computer Vision Engineer,250511.99 - 257049.63
AI Engineer,230899.08 - 237436.71
Analytics Engineer,211286.16 - 217823.8
Member of Technical Staff,60920.47 - 67458.11
Account Executive,407415.32 - 413952.96
Account Executive,348576.57 - 355114.21
Research Engineer,525092.82 - 531630.45
Data Architect,67458.11 - 73995.75
DevOps Engineer,276662.55 - 283200.18
Software Engineer,335501.29 - 342038.93
Data Governance Analyst,119759.22 - 126296.86
Data Governance Analyst,73995.75 - 80533.39
Software Engineer,597006.84 - 603544.48
Solutions Architect,263587.27 - 270124.91
AI Developer,217823.8 - 224361.44
AI Developer,289737.82 - 296275.46
AI Developer,139372.13 - 145909.77
Product Specialist,73995.75 - 80533.39
Product Specialist,54382.83 - 60920.47
Technical Lead,139372.13 - 145909.77
Analytics Engineer,237436.71 - 243974.35
Business Intelligence Engineer,73995.75 - 80533.39
Business Intelligence Engineer,47845.19 - 54382.83
Data Specialist,106683.94 - 113221.58
Software Development Engineer,250511.99 - 257049.63
Research Engineer,87071.03 - 93608.66
Engineering Manager,113221.58 - 119759.22
Technical Lead,185135.61 - 191673.24
Data Governance Manager,178597.97 - 185135.61
Data Governance Manager,106683.94 - 113221.58
Solutions Architect,93608.66 - 100146.3
Business Intelligence,230899.08 - 237436.71
Business Intelligence,145909.77 - 152447.41
Software Development Engineer,178597.97 - 185135.61
Data Governance,172060.33 - 178597.97
Data Operations,41307.55 - 47845.19
Solutions Engineer,152447.41 - 158985.05
AI Engineer,322426.02 - 328963.66
BI Analyst,126296.86 - 132834.5
BI Analyst,113221.58 - 119759.22
Data Analyst,224361.44 - 230899.08
Head of AI,204748.52 - 211286.16
Business Intelligence Engineer,80533.39 - 87071.03
Solutions Architect,139372.13 - 145909.77
System Engineer,113221.58 - 119759.22
System Engineer,87071.03 - 93608.66
Developer,217823.8 - 224361.44
Data Manager,185135.61 - 191673.24
AI Engineer,270124.91 - 276662.55
Data Governance,152447.41 - 158985.05
Data Strategist,158985.05 - 165522.69
Data Strategist,73995.75 - 80533.39
Data Quality Specialist,113221.58 - 119759.22
Data Quality Specialist,67458.11 - 73995.75
Head of AI,427028.24 - 433565.87
Head of AI,283200.18 - 289737.82
Business Intelligence Engineer,60920.47 - 67458.11
Data and Reporting Professional,80533.39 - 87071.03
Data and Reporting Professional,54382.83 - 60920.47
Research Scientist,165522.69 - 172060.33
Research Scientist,152447.41 - 158985.05
Member of Technical Staff,217823.8 - 224361.44
Research Scientist,237436.71 - 243974.35
Analytics Engineer,67458.11 - 73995.75
Data Architect,100146.3 - 106683.94
Robotics Engineer,80533.39 - 87071.03
Robotics Engineer,41307.55 - 47845.19
Cloud Database Engineer,152447.41 - 158985.05
Cloud Database Engineer,80533.39 - 87071.03
Associate,165522.69 - 172060.33
Data Integration Engineer,126296.86 - 132834.5
Data Integration Engineer,80533.39 - 87071.03
Data Architect,230899.08 - 237436.71
Data Architect,185135.61 - 191673.24
Data Operations,73995.75 - 80533.39
Data Operations,67458.11 - 73995.75
Principal Researcher,73995.75 - 80533.39
Research Analyst,41307.55 - 47845.19
DevOps Engineer,93608.66 - 100146.3
Product Manager,93608.66 - 100146.3
Applied Scientist,165522.69 - 172060.33
DevOps Engineer,152447.41 - 158985.05
AI Data Engineer,93608.66 - 100146.3
ETL Developer,119759.22 - 126296.86
ETL Developer,73995.75 - 80533.39
Full Stack Engineer,172060.33 - 178597.97
Full Stack Engineer,106683.94 - 113221.58
Postdoctoral Fellow,93608.66 - 100146.3
Postdoctoral Fellow,73995.75 - 80533.39
AI Architect,243974.35 - 250511.99
AI Architect,106683.94 - 113221.58
Full Stack Developer,217823.8 - 224361.44
Full Stack Developer,93608.66 - 100146.3
Architect,407415.32 - 413952.96
Technology Integrator,132834.5 - 139372.13
Technology Integrator,54382.83 - 60920.47
Data Strategist,113221.58 - 119759.22
Data Strategist,93608.66 - 100146.3
Research Engineer,315888.38 - 322426.02
Research Engineer,211286.16 - 217823.8
Algorithm Developer,243974.35 - 250511.99
Algorithm Developer,172060.33 - 178597.97
Solutions Architect,126296.86 - 132834.5
Product Analyst,243974.35 - 250511.99
Backend Engineer,296275.46 - 302813.1
AI Specialist,132834.5 - 139372.13
AI Specialist,126296.86 - 132834.5
Data Product Owner,80533.39 - 87071.03
Algorithm Developer,185135.61 - 191673.24
Algorithm Developer,93608.66 - 100146.3
Algorithm Developer,178597.97 - 185135.61
Algorithm Developer,87071.03 - 93608.66
Data Architect,54382.83 - 60920.47
Data Engineer,309350.74 - 315888.38
Member of Technical Staff,289737.82 - 296275.46
Member of Technical Staff,113221.58 - 119759.22
Data Management Specialist,47845.19 - 54382.83
Data Scientist,289737.82 - 296275.46
Research Engineer,119759.22 - 126296.86
Research Engineer,54382.83 - 60920.47
Associate,47845.19 - 54382.83
Data Integrator,204748.52 - 211286.16
Data Integrator,106683.94 - 113221.58
Data Lead,178597.97 - 185135.61
Data Manager,41307.55 - 47845.19
Cloud Engineer,178597.97 - 185135.61
Analyst,597006.84 - 603544.48
Data Product Owner,152447.41 - 158985.05
Data Product Owner,93608.66 - 100146.3
Data Visualization Analyst,113221.58 - 119759.22
Data Analyst,629695.03 - 636232.67
Data Architect,211286.16 - 217823.8
Associate,204748.52 - 211286.16
AI Engineer,381264.76 - 387802.4
AI Engineer,302813.1 - 309350.74
Site Reliability Engineer,276662.55 - 283200.18
Site Reliability Engineer,243974.35 - 250511.99
Data Management Analyst,126296.86 - 132834.5
Site Reliability Engineer,126296.86 - 132834.5
Data Governance,355114.21 - 361651.85
Architect,629695.03 - 636232.67
Architect,100146.3 - 106683.94
Manager,629695.03 - 636232.67
Business Intelligence Specialist,119759.22 - 126296.86
Business Intelligence Specialist,80533.39 - 87071.03
Software Developer,60920.47 - 67458.11
Encounter Data Management Professional,87071.03 - 93608.66
Encounter Data Management Professional,60920.47 - 67458.11
Java Developer,145909.77 - 152447.41
Java Developer,119759.22 - 126296.86
Software Engineer,512017.54 - 518555.18
Power BI Developer,126296.86 - 132834.5
Power BI Developer,60920.47 - 67458.11
Bioinformatics Scientist,217823.8 - 224361.44
Bioinformatics Scientist,139372.13 - 145909.77
Architect,420490.6 - 427028.24
Data Lead,145909.77 - 152447.41
Data Lead,73995.75 - 80533.39
Solutions Engineer,498942.26 - 505479.9
Solutions Engineer,296275.46 - 302813.1
Research Analyst,60920.47 - 67458.11
Research Analyst,54382.83 - 60920.47
Solutions Architect,80533.39 - 87071.03
Platform Engineer,237436.71 - 243974.35
Applied Scientist,158985.05 - 165522.69
Engineering Manager,381264.76 - 387802.4
AI Engineer,564318.65 - 570856.29
AI Engineer,348576.57 - 355114.21
Backend Engineer,374727.13 - 381264.76
Software Engineer,342038.93 - 348576.57
Account Executive,87071.03 - 93608.66
Account Executive,67458.11 - 73995.75
Engineering Manager,224361.44 - 230899.08
Product Manager,302813.1 - 309350.74
Machine Learning Engineer,355114.21 - 361651.85
Machine Learning Scientist,309350.74 - 315888.38
Machine Learning Scientist,172060.33 - 178597.97
Applied Scientist,113221.58 - 119759.22
AI Developer,126296.86 - 132834.5
AI Developer,172060.33 - 178597.97
AI Developer,60920.47 - 67458.11
AI Product Owner,119759.22 - 126296.86
AI Product Owner,106683.94 - 113221.58
Business Analyst,47845.19 - 54382.83
DevOps Engineer,172060.33 - 178597.97
DevOps Engineer,73995.75 - 80533.39
Principal Software Architect,289737.82 - 296275.46
Principal Software Architect,132834.5 - 139372.13
Site Reliability Engineer,263587.27 - 270124.91
Analytics Engineer,597006.84 - 603544.48
Computational Biologist,87071.03 - 93608.66
Computational Biologist,54382.83 - 60920.47
Data Manager,87071.03 - 93608.66
Data Product Owner,139372.13 - 145909.77
Software Engineer,28232.28 - 34769.92
Analytics Specialist,165522.69 - 172060.33
Analytics Specialist,113221.58 - 119759.22
Full Stack Developer,198210.88 - 204748.52
Full Stack Developer,126296.86 - 132834.5
Systems Engineer,191673.24 - 198210.88
Data Governance,263587.27 - 270124.91
Product Manager,257049.63 - 263587.27
Business Intelligence Engineer,126296.86 - 132834.5
Research Engineer,145909.77 - 152447.41
Quantitative Analyst,47845.19 - 54382.83
Architect,270124.91 - 276662.55
Data Lead,158985.05 - 165522.69
Data Lead,106683.94 - 113221.58
Engineer,361651.85 - 368189.49
Architect,158985.05 - 165522.69
Software Developer,230899.08 - 237436.71
Research Scientist,322426.02 - 328963.66
Associate,283200.18 - 289737.82
Research Engineer,34769.92 - 41307.55
Statistical Programmer,113221.58 - 119759.22
Statistical Programmer,100146.3 - 106683.94
Developer,54382.83 - 60920.47
Data Modeler,172060.33 - 178597.97
Data Modeler,80533.39 - 87071.03
Engineering Manager,237436.71 - 243974.35
Technical Lead,250511.99 - 257049.63
Technical Lead,178597.97 - 185135.61
Manager,361651.85 - 368189.49
Account Executive,243974.35 - 250511.99
Account Executive,178597.97 - 185135.61
Backend Engineer,87071.03 - 93608.66
Backend Engineer,60920.47 - 67458.11
Business Analyst,28232.28 - 34769.92
Software Development Engineer,158985.05 - 165522.69
Backend Engineer,113221.58 - 119759.22
Systems Engineer,250511.99 - 257049.63
Platform Engineer,139372.13 - 145909.77
Power BI Developer,119759.22 - 126296.86
Power BI Developer,113221.58 - 119759.22
Data Operations Specialist,93608.66 - 100146.3
Data Operations Specialist,60920.47 - 67458.11
Associate,152447.41 - 158985.05
Account Executive,73995.75 - 80533.39
System Engineer,132834.5 - 139372.13
System Engineer,119759.22 - 126296.86
AI Engineer,80533.39 - 87071.03
Power BI Developer,165522.69 - 172060.33
Power BI Developer,93608.66 - 100146.3
Manager,597006.84 - 603544.48
Machine Learning Engineer,400877.68 - 407415.32
Statistical Programmer,263587.27 - 270124.91
Statistical Programmer,211286.16 - 217823.8
Master Data Management,158985.05 - 165522.69
Master Data Management,139372.13 - 145909.77
Data Governance Analyst,191673.24 - 198210.88
Data Governance Analyst,139372.13 - 145909.77
Architect,224361.44 - 230899.08
Data Management Analyst,178597.97 - 185135.61
Data Analytics Specialist,93608.66 - 100146.3
Data Analytics Specialist,60920.47 - 67458.11
Analytics Engineer,47845.19 - 54382.83
Analytics Engineer,28232.28 - 34769.92
Data Platform Engineer,178597.97 - 185135.61
Data Platform Engineer,106683.94 - 113221.58
Engineer,394340.04 - 400877.68
Machine Learning Engineer,322426.02 - 328963.66
Statistical Programmer,60920.47 - 67458.11
Insight Analyst,132834.5 - 139372.13
Insight Analyst,67458.11 - 73995.75
Engineering Manager,139372.13 - 145909.77
Data Architect,132834.5 - 139372.13
Site Reliability Engineer,67458.11 - 73995.75
Architect,80533.39 - 87071.03
Data Governance Lead,132834.5 - 139372.13
Machine Learning Engineer,87071.03 - 93608.66
Data Engineer,714684.34 - 721221.97
Data Product Manager,132834.5 - 139372.13
Architect,302813.1 - 309350.74
Security Researcher,302813.1 - 309350.74
Security Researcher,145909.77 - 152447.41
Research Scientist,302813.1 - 309350.74
Software Developer,41307.55 - 47845.19
Associate,257049.63 - 263587.27
Business Intelligence,198210.88 - 204748.52
Postdoctoral Fellow,106683.94 - 113221.58
Solutions Architect,407415.32 - 413952.96
AI Research Scientist,60920.47 - 67458.11
AI Developer,80533.39 - 87071.03
AI Developer,47845.19 - 54382.83
Data Management Analyst,73995.75 - 80533.39
Engineer,407415.32 - 413952.96
Master Data Management,113221.58 - 119759.22
Master Data Management,67458.11 - 73995.75
Quantitative Analyst,145909.77 - 152447.41
Data Manager,172060.33 - 178597.97
Data Operations,145909.77 - 152447.41
Data Governance,185135.61 - 191673.24
Lead Engineer,165522.69 - 172060.33
Data Operations Analyst,60920.47 - 67458.11
MLOps Engineer,106683.94 - 113221.58
Principal Statistical Programmer,217823.8 - 224361.44
Principal Statistical Programmer,113221.58 - 119759.22
Data Team Lead,172060.33 - 178597.97
Data Team Lead,80533.39 - 87071.03
Site Reliability Engineer,60920.47 - 67458.11
Product Manager,60920.47 - 67458.11
Master Data Management,328963.66 - 335501.29
Master Data Management,132834.5 - 139372.13
Architect,263587.27 - 270124.91
System Engineer,80533.39 - 87071.03
System Engineer,67458.11 - 73995.75
Cloud Engineer,237436.71 - 243974.35
Cloud Engineer,158985.05 - 165522.69
Data Operations Analyst,172060.33 - 178597.97
Product Designer,257049.63 - 263587.27
Product Designer,145909.77 - 152447.41
Site Reliability Engineer,178597.97 - 185135.61
Software Developer,132834.5 - 139372.13
Technical Lead,296275.46 - 302813.1
Solution Architect,100146.3 - 106683.94
Data Infrastructure Engineer,224361.44 - 230899.08
Data Infrastructure Engineer,185135.61 - 191673.24
Data Modeler,34769.92 - 41307.55
Big Data Developer,165522.69 - 172060.33
Big Data Developer,47845.19 - 54382.83
Big Data Developer,178597.97 - 185135.61
Solutions Engineer,230899.08 - 237436.71
BI Engineer,126296.86 - 132834.5
BI Engineer,93608.66 - 100146.3
Research Engineer,518555.18 - 525092.82
Developer Advocate,172060.33 - 178597.97
Developer Advocate,119759.22 - 126296.86
Quantitative Researcher,145909.77 - 152447.41
Quantitative Researcher,132834.5 - 139372.13
Product Analyst,80533.39 - 87071.03
Product Analyst,54382.83 - 60920.47
AI Engineer,28232.28 - 34769.92
AI Specialist,440103.51 - 446641.15
AI Specialist,185135.61 - 191673.24
Data Management Specialist,15157.0 - 21694.64
Postdoctoral Researcher,47845.19 - 54382.83
Algorithm Developer,15157.0 - 21694.64
Statistical Programmer,172060.33 - 178597.97
Tech Lead,211286.16 - 217823.8
Tech Lead,139372.13 - 145909.77
Data Analyst,21694.64 - 28232.28
Head of Data,283200.18 - 289737.82
AI Architect,355114.21 - 361651.85
AI Architect,178597.97 - 185135.61
Machine Learning Engineer,67458.11 - 73995.75
Product Manager,263587.27 - 270124.91
Systems Engineer,276662.55 - 283200.18
DevOps Engineer,328963.66 - 335501.29
Data Visualization Specialist,100146.3 - 106683.94
Data Visualization Specialist,47845.19 - 54382.83
Machine Learning Engineer,714684.34 - 721221.97
Member of Technical Staff,276662.55 - 283200.18
Data Operations Analyst,87071.03 - 93608.66
Scala Spark Developer,73995.75 - 80533.39
Scala Spark Developer,41307.55 - 47845.19
AI Engineer,394340.04 - 400877.68
Computer Vision Engineer,198210.88 - 204748.52
AI Engineer,185135.61 - 191673.24
Master Data Management,47845.19 - 54382.83
Master Data Management,41307.55 - 47845.19
Research Engineer,270124.91 - 276662.55
Research Engineer,557781.01 - 564318.65
Research Scientist,420490.6 - 427028.24
Research Scientist,276662.55 - 283200.18
Python Developer,80533.39 - 87071.03
Python Developer,47845.19 - 54382.83
Sales Development Representative,67458.11 - 73995.75
Sales Development Representative,47845.19 - 54382.83
Quantitative Researcher,296275.46 - 302813.1
Quantitative Researcher,172060.33 - 178597.97
Solution Architect,185135.61 - 191673.24
Full Stack Engineer,73995.75 - 80533.39
Full Stack Engineer,47845.19 - 54382.83
Machine Learning Researcher,250511.99 - 257049.63
Machine Learning Researcher,132834.5 - 139372.13
BI Developer,139372.13 - 145909.77
Power BI,106683.94 - 113221.58
Power BI,80533.39 - 87071.03
Head of AI,381264.76 - 387802.4
Head of AI,243974.35 - 250511.99
Solutions Architect,204748.52 - 211286.16
Business Analyst,191673.24 - 198210.88
Business Analyst,132834.5 - 139372.13
Business Analyst,100146.3 - 106683.94
Data Specialist,597006.84 - 603544.48
Data Architect,302813.1 - 309350.74
AI Scientist,126296.86 - 132834.5
AI Scientist,106683.94 - 113221.58
AI Scientist,165522.69 - 172060.33
AI Scientist,139372.13 - 145909.77
AI Specialist,152447.41 - 158985.05
AI Specialist,73995.75 - 80533.39
Quantitative Analyst,60920.47 - 67458.11
Data Governance,198210.88 - 204748.52
Lead Engineer,315888.38 - 322426.02
Backend Engineer,714684.34 - 721221.97
Machine Learning Scientist,714684.34 - 721221.97
Machine Learning Scientist,165522.69 - 172060.33
Head of Data,250511.99 - 257049.63
Head of Data,152447.41 - 158985.05
Staff Data Scientist,126296.86 - 132834.5
Research Analyst,15157.0 - 21694.64
Research Assistant,34769.92 - 41307.55
Analyst,283200.18 - 289737.82
Business Intelligence Engineer,67458.11 - 73995.75
Data Product Manager,87071.03 - 93608.66
Enterprise Account Executive,145909.77 - 152447.41
Enterprise Account Executive,126296.86 - 132834.5
Data Product Owner,283200.18 - 289737.82
Business Intelligence Engineer,158985.05 - 165522.69
Business Intelligence Engineer,145909.77 - 152447.41
Quantitative Analyst,152447.41 - 158985.05
BI Analyst,178597.97 - 185135.61
BI Analyst,73995.75 - 80533.39
Full Stack Developer,158985.05 - 165522.69
Application Developer,139372.13 - 145909.77
Application Developer,132834.5 - 139372.13
Data Analyst,204748.52 - 211286.16
Data Analytics Manager,172060.33 - 178597.97
Data Analytics Manager,80533.39 - 87071.03
Decision Scientist,113221.58 - 119759.22
Decision Scientist,93608.66 - 100146.3
Data Governance Specialist,67458.11 - 73995.75
Data Governance Specialist,54382.83 - 60920.47
Data Governance Lead,243974.35 - 250511.99
Data Architect,270124.91 - 276662.55
Head of Data,198210.88 - 204748.52
Business Analyst,67458.11 - 73995.75
Business Analyst,34769.92 - 41307.55
Product Designer,322426.02 - 328963.66
Data Integration Engineer,152447.41 - 158985.05
Data Integration Engineer,73995.75 - 80533.39
Analytics Engineer,250511.99 - 257049.63
Engineering Manager,145909.77 - 152447.41
Software Development Engineer,165522.69 - 172060.33
Member of Technical Staff,270124.91 - 276662.55
AI Engineer,250511.99 - 257049.63
Solution Architect,93608.66 - 100146.3
AI Scientist,230899.08 - 237436.71
AI Scientist,152447.41 - 158985.05
Software Developer,198210.88 - 204748.52
Analytics Engineer,87071.03 - 93608.66
Site Reliability Engineer,80533.39 - 87071.03
Data Quality Specialist,87071.03 - 93608.66
Data Quality Specialist,73995.75 - 80533.39
Data Manager,178597.97 - 185135.61
Data Management Analyst,87071.03 - 93608.66
Cloud Database Administrator,119759.22 - 126296.86
Cloud Database Administrator,73995.75 - 80533.39
Data Integrator,152447.41 - 158985.05
Site Reliability Engineer,198210.88 - 204748.52
Product Owner,165522.69 - 172060.33
Product Owner,132834.5 - 139372.13
Site Reliability Engineer,172060.33 - 178597.97
Site Reliability Engineer,217823.8 - 224361.44
Product Designer,158985.05 - 165522.69
Cloud Engineer,106683.94 - 113221.58
Systems Engineer,73995.75 - 80533.39
Enterprise Account Executive,178597.97 - 185135.61
AI Machine Learning Engineer,119759.22 - 126296.86
Engineer,335501.29 - 342038.93
Data Manager,204748.52 - 211286.16
Computer Vision Engineer,204748.52 - 211286.16
Computer Vision Engineer,139372.13 - 145909.77
Head of Data,348576.57 - 355114.21
DevOps Engineer,60920.47 - 67458.11
DevOps Engineer,28232.28 - 34769.92
Solution Architect,87071.03 - 93608.66
BI Analyst,67458.11 - 73995.75
BI Analyst,60920.47 - 67458.11
Data Integrity Specialist,119759.22 - 126296.86
Data Integrity Specialist,73995.75 - 80533.39
Software Engineer,21694.64 - 28232.28
Data Visualization Specialist,54382.83 - 60920.47
Engineering Manager,152447.41 - 158985.05
Software Development Engineer,243974.35 - 250511.99
Software Development Engineer,113221.58 - 119759.22
Full Stack Engineer,119759.22 - 126296.86
Full Stack Engineer,87071.03 - 93608.66
Systems Engineer,80533.39 - 87071.03
Database Administrator,139372.13 - 145909.77
Database Administrator,132834.5 - 139372.13
Power BI,67458.11 - 73995.75
Power BI,34769.92 - 41307.55
Data Governance,119759.22 - 126296.86
Data Governance,80533.39 - 87071.03
Computational Biologist,172060.33 - 178597.97
Computational Biologist,93608.66 - 100146.3
Cloud Engineer,257049.63 - 263587.27
Data Reporting Analyst,106683.94 - 113221.58
Data Product Manager,152447.41 - 158985.05
Data Product Manager,73995.75 - 80533.39
BI Developer,60920.47 - 67458.11
Decision Scientist,67458.11 - 73995.75
Head of Data,335501.29 - 342038.93
Head of Data,224361.44 - 230899.08
Applied Scientist,315888.38 - 322426.02
Analytics Engineer,309350.74 - 315888.38
Full Stack Engineer,113221.58 - 119759.22
Product Manager,217823.8 - 224361.44
Data Lead,243974.35 - 250511.99
Data Lead,119759.22 - 126296.86
Decision Scientist,172060.33 - 178597.97
Decision Scientist,80533.39 - 87071.03
Data Architect,60920.47 - 67458.11
Power BI Specialist,152447.41 - 158985.05
Power BI Specialist,67458.11 - 73995.75
Data Governance,224361.44 - 230899.08
MLOps Engineer,93608.66 - 100146.3
Analytics Lead,185135.61 - 191673.24
Analytics Lead,132834.5 - 139372.13
Technical Lead,191673.24 - 198210.88
Technical Lead,80533.39 - 87071.03
Manager,15157.0 - 21694.64
Solution Architect,283200.18 - 289737.82
Engineer,328963.66 - 335501.29
Software Development Engineer,224361.44 - 230899.08
AI Developer,119759.22 - 126296.86
Engineering Manager,525092.82 - 531630.45
Engineering Manager,433565.87 - 440103.51
Analytics Engineer,224361.44 - 230899.08
Solution Architect,355114.21 - 361651.85
Systems Engineer,185135.61 - 191673.24
Product Manager,459716.43 - 466254.07
Data Developer,139372.13 - 145909.77
Data Developer,113221.58 - 119759.22
BI Analyst,145909.77 - 152447.41
BI Analyst,80533.39 - 87071.03
Solutions Engineer,276662.55 - 283200.18
Solutions Engineer,217823.8 - 224361.44
Architect,355114.21 - 361651.85
Solutions Engineer,139372.13 - 145909.77
Quantitative Researcher,243974.35 - 250511.99
Site Reliability Engineer,113221.58 - 119759.22
Platform Engineer,93608.66 - 100146.3
Manager,315888.38 - 322426.02
Research Assistant,60920.47 - 67458.11
Manager,420490.6 - 427028.24
Solutions Architect,355114.21 - 361651.85
Research Engineer,433565.87 - 440103.51
Solutions Engineer,237436.71 - 243974.35
Engineering Manager,230899.08 - 237436.71
Research Associate,113221.58 - 119759.22
Research Associate,100146.3 - 106683.94
Data Architect,394340.04 - 400877.68
MLOps Engineer,243974.35 - 250511.99
MLOps Engineer,178597.97 - 185135.61
MLOps Engineer,217823.8 - 224361.44
MLOps Engineer,185135.61 - 191673.24
AI Engineer,126296.86 - 132834.5
GenAI Architect,243974.35 - 250511.99
GenAI Architect,139372.13 - 145909.77
Data Governance Specialist,87071.03 - 93608.66
Software Developer,250511.99 - 257049.63
Software Developer,211286.16 - 217823.8
Architect,204748.52 - 211286.16
Data Platform Engineer,204748.52 - 211286.16
Data Platform Engineer,119759.22 - 126296.86
Data Analytics Manager,289737.82 - 296275.46
Data Analytics Manager,139372.13 - 145909.77
BI Developer,145909.77 - 152447.41
Data Management Analyst,296275.46 - 302813.1
Business Intelligence Analyst,47845.19 - 54382.83
Consultant,230899.08 - 237436.71
Data Architect,328963.66 - 335501.29
Data Operations,243974.35 - 250511.99
Data Operations,191673.24 - 198210.88
Data Operations Engineer,126296.86 - 132834.5
Machine Learning Engineer,498942.26 - 505479.9
Machine Learning Scientist,113221.58 - 119759.22
Machine Learning Scientist,289737.82 - 296275.46
Machine Learning Scientist,178597.97 - 185135.61
Machine Learning Engineer,407415.32 - 413952.96
Bioinformatician,80533.39 - 87071.03
Solutions Engineer,250511.99 - 257049.63
Solutions Engineer,191673.24 - 198210.88
Backend Engineer,263587.27 - 270124.91
Backend Engineer,185135.61 - 191673.24
Product Owner,158985.05 - 165522.69
Product Owner,119759.22 - 126296.86
Consultant,158985.05 - 165522.69
Solution Architect,67458.11 - 73995.75
Data Operations Analyst,54382.83 - 60920.47
Data Team Lead,132834.5 - 139372.13
Data Team Lead,106683.94 - 113221.58
Data Management Associate,41307.55 - 47845.19
Data Management Specialist,217823.8 - 224361.44
Data Management Specialist,139372.13 - 145909.77
Software Development Engineer,322426.02 - 328963.66
Software Development Engineer,119759.22 - 126296.86
Developer,224361.44 - 230899.08
Data Developer,60920.47 - 67458.11
Data Developer,47845.19 - 54382.83
Data Strategist,132834.5 - 139372.13
Research Scientist,597006.84 - 603544.48
Data Product Manager,126296.86 - 132834.5
Analyst,322426.02 - 328963.66
Machine Learning Engineer,433565.87 - 440103.51
Solutions Architect,276662.55 - 283200.18
Solutions Architect,224361.44 - 230899.08
Enterprise Account Executive,119759.22 - 126296.86
Computer Vision Engineer,67458.11 - 73995.75
Data Lead,217823.8 - 224361.44
Research Engineer,394340.04 - 400877.68
Research Engineer,224361.44 - 230899.08
